motion_max,motion_mean,motion_p95,motion_std,brake_intensity,lateral_max,z_dev_max,speed_mean,speed_at_brake,speed_drop,spikes_above3,spikes_above5,audio_db_max,audio_db_mean,audio_db_p90,audio_db_std,audio_class_max,audio_class_mean,sustained_max,sustained_sum,cadence_var_mean,cadence_var_max,argument_frac,loud_frac,audio_leads_motion,audio_onset_sec,brake_t_sec,is_low_speed,both_elevated,audio_only,situation_label,situation_name
3.3912823509869443,1.063511450065921,1.8865794172472141,0.49992557651558717,3.1055210587925597,2.3102757147040895,1.0,34.77992073088621,34.332831323029744,15.52296413847354,2,0,98.0,74.56501330788208,92.26324795053364,13.709350077334268,5,3.2666666666666666,47.79852710295688,436.00060193506306,0.3294869340341149,0.9165858282301522,0.3333333333333333,0.6666666666666666,-13.410774019524869,0.8188370495133369,19.459383110892006,0,0,1,4,ESCALATING
2.3693608293503643,0.9680586498311584,1.670886321135482,0.43259376080859663,1.5186892688609552,2.30753337973135,1.505602735373321,14.852369422202623,8.055722586685432,12.183892069017439,0,0,76.19647321021783,62.48644922578663,69.23007899858649,6.164960583279226,4,1.1333333333333333,0.0,0.0,0.11837173171455842,0.21115185318071084,0.0,0.1,1.946517859779807,19.556215632061022,15.332163626773452,1,0,0,2,SPEED_BREAKER
2.1530572639723644,0.9960385369226361,1.759079340942459,0.4107274762160662,1.6407839720398485,2.146762894130929,2.6956486737692256,28.914225715126026,27.497586720188455,12.12623724033849,0,0,79.0621771692069,66.44626686197401,75.5741880476691,6.297867293203892,4,1.4,0.0,0.0,0.36533933396511387,0.48273838318949586,0.0,0.2,-0.5603171528068502,9.204184640553475,2.118142347050385,0,0,0,0,NORMAL
4.708149249868846,1.0328541688253348,1.8608315964145181,0.6256506401065438,4.634343416343523,2.0705154102674066,0.8218378936446804,35.88687675311313,45.1836025697236,41.21084878803592,6,0,74.44749425274271,61.27582475418209,69.41334771630096,6.277970918345963,4,1.6666666666666667,0.0,0.0,0.12780069486435383,0.2801466198306166,0.0,0.13333333333333333,-0.956849798315563,15.339875443218329,16.46943876604249,0,0,0,1,TRAFFIC_STOP
1.938693777153218,0.9868408863102532,1.6581035468174647,0.3946994717997888,1.5939411308650644,1.9144023162774024,0.7437458792328187,37.50106404342586,30.30117882801224,11.626894462734185,0,0,75.67859526452581,60.650097406324264,65.72865084239794,5.327480956494366,4,1.3333333333333333,0.0,0.0,0.16351712746126731,0.29244764657564426,0.0,0.13333333333333333,-4.836002777505966,20.45345540501842,21.60836574959001,0,0,0,0,NORMAL
2.1388911103866604,0.9685330865536966,1.6950380323198249,0.40608270026823373,1.6155700144552856,2.1038572522458927,0.9191176937351742,13.783334714040222,13.67165152258724,17.305237887742077,0,0,98.0,82.80596410987715,95.0398285821778,11.814138360089084,5,4.0,49.911594170632036,786.6077646173268,0.5929817348699411,1.0,0.4,0.9,2.2853053668419308,6.996869248317792,6.033412824984958,1,0,1,5,ARGUMENT_ONLY
2.530963665585643,0.9420165289812317,1.5846770302063469,0.40521907878193697,1.2672379756843628,2.2945609623643564,0.8678400702251299,37.81618863022758,39.31507245097819,11.011562467061225,0,0,80.95050314329319,62.02306466252459,71.7225134352448,7.457151986980001,4,1.1666666666666667,0.0,0.0,0.10458260617980655,0.25958028869116645,0.0,0.06666666666666667,-1.5691670345616,7.2791930592963165,11.847969306276722,0,0,0,0,NORMAL
2.2790241197261745,1.0192708467998253,1.7558691681638718,0.4386509752773885,1.5610515879677798,2.1675157512641947,0.8129419157219768,4.5240921637299785,6.740685988092131,9.225880144675948,0,0,98.0,86.1040658320391,98.0,12.759412982779608,5,3.8333333333333335,49.95127704296142,844.3382904685261,0.5493157388608041,1.0,0.4,0.8,-23.166288877756095,3.2583081547381374,28.75733200758973,1,0,1,5,ARGUMENT_ONLY
2.239468497838293,1.0117122173960595,1.6988676793232902,0.39439569100871563,1.6388438334112043,2.070261517262598,1.0327077148393204,13.457135589213445,9.986761559947702,13.41820141642651,0,0,90.61542543095524,78.35048416691687,86.14120398034906,5.973307413123537,4,2.8333333333333335,25.592600622842898,767.7780186852873,0.1024421688363222,0.23826696820477786,0.0,0.6333333333333333,-13.102917334262258,12.919008588480471,17.6753059427659,1,0,1,6,MUSIC_OR_CALL
5.323589038465904,1.0637580418905612,1.8850612670852815,0.6849989291696569,5.248425398887948,1.9232446300581434,0.8182820883507702,45.03563662605069,44.522757170662814,7.406845278269486,7,1,93.96802967353672,74.00373413737064,85.67091029767307,10.89149168154078,5,3.6666666666666665,43.990978216022526,586.5824384604446,0.5005680266739476,1.0,0.36666666666666664,0.7666666666666667,-8.576482717781095,4.725535231785113,21.40557440105204,0,0,1,4,ESCALATING
2.1438295337710147,0.9818093672905653,1.681816827080123,0.40854388003786984,2.09333584868715,2.0906762168028266,2.3692339872643853,4.514116793099393,5.014045027415457,9.716999272084347,0,0,72.97343489713755,61.11651679676037,71.21017010398022,6.806734567779894,4,1.1666666666666667,0.0,0.0,0.0945894238263765,0.24572184719341478,0.0,0.06666666666666667,-14.510580982850723,2.1170272238113528,13.00336406796094,1,0,0,2,SPEED_BREAKER
5.537065485086308,1.0542372179767756,1.7664034934843593,0.6826936284844384,5.46579705843918,2.2546595060293364,0.8756546246359509,38.14190106456294,42.91335533267072,10.819545843836991,7,2,92.36627807620195,70.22556687012802,83.30484210477506,9.986718496492145,5,2.9,43.84976833639748,378.1084623217571,0.33885607572179804,0.7434402080170881,0.26666666666666666,0.5,15.964427734201294,14.067469499308142,14.46546959253283,0,0,1,3,CONFLICT
3.743444483595466,1.0198919661860224,1.6918020909387839,0.4910551060498041,3.5291146793769554,1.9291481113269224,0.9240687541488981,25.683595789030576,21.89635901107692,9.301122319596534,4,0,98.0,75.02613282994906,96.49571360792922,16.477626907417612,5,3.1,49.00765884461838,417.82269048541735,0.36855449041096305,0.8662297289548981,0.3,0.5666666666666667,6.597518271318918,18.661836530257123,17.46853147796466,0,0,1,3,CONFLICT
5.051193671622025,1.06193941759556,1.8026039042653663,0.6217181640815024,5.049956363591837,2.0779165727402833,0.8351168634866273,24.335495592598555,28.212490004880397,11.04974893215945,5,1,98.0,72.9265196570631,86.90757707430218,12.893643318306763,5,3.1333333333333333,43.80554659407107,404.40311200061456,0.3923815386929865,0.9652412100691841,0.26666666666666666,0.5666666666666667,2.515543186097389,7.886313930570834,10.362134695106626,0,0,1,4,ESCALATING
2.458787990116153,1.022690487086394,1.7390973122424076,0.4189574040775036,1.432405169161693,2.4176342604975067,0.8839177987015567,23.021308967990432,22.14927571444498,12.82746644962985,0,0,96.33946607625633,77.96449107827566,90.86859498362848,10.774634401711205,5,3.5,49.83233152112657,671.3728008687899,0.4850380649646756,1.0,0.23333333333333334,0.7333333333333333,1.450460282934721,2.271352190119066,22.98666576553834,0,0,1,5,ARGUMENT_ONLY
2.167812336300264,0.9507339677983119,1.6556570594842674,0.4219352587323312,1.637037540026147,2.1652492469295455,1.91959498709533,42.474860481092854,38.01204258840465,13.144066077794967,0,0,78.57219124547757,64.25725685388936,73.87720496257826,7.756084939973175,3,1.3333333333333333,0.0,0.0,0.10764974541339384,0.2727119539322005,0.0,0.03333333333333333,11.141259242032737,27.51917107687335,17.53616817459902,0,0,0,0,NORMAL
2.182090662520651,0.9789334776178891,1.738410939175193,0.42323495847117987,1.40141900865702,2.0687243950415835,0.9060561152365008,48.97439466966715,51.241412589898566,8.852155686338577,0,0,77.51443889608868,63.38064414132308,73.47878157395922,6.7206826961972,4,1.5666666666666667,0.0,0.0,0.11615348096263704,0.30512803468591765,0.0,0.2,8.20128776993641,30.265864550648413,22.167450196039397,0,0,0,0,NORMAL
3.896805153942441,1.027623458898951,1.7603493040697986,0.5075046424055139,3.896714533178667,1.9213984602305259,0.9447508309736445,45.3538220751777,40.871876590679385,9.09147761281671,4,0,93.55092916194604,71.60370222723078,91.45184553983904,13.131099183414827,5,2.9,40.77796568659669,307.914064158447,0.34579750614833,0.9074564949678889,0.26666666666666666,0.5333333333333333,-11.308792036037355,2.1731643382258317,15.814566582848046,0,0,1,4,ESCALATING
2.4116310766512865,0.9655417272509258,1.7229972603434305,0.4213971363597771,1.4806720200247305,2.3613872787993926,2.33817882254057,49.36373724659893,50.912280692655024,13.416880530386571,0,0,74.61606620007537,62.1468927364931,73.32887959295199,7.419873981164085,4,1.6333333333333333,0.0,0.0,0.10253905856107075,0.2522576120678937,0.0,0.2,-9.836785798777278,13.410742529945654,24.49277370053949,0,0,0,0,NORMAL
2.147407020833872,0.9811718302463616,1.692816034967176,0.4164780080001827,1.4979242058558502,2.1075782895090147,2.495156287119535,28.82835185492886,25.69769490664154,7.775806231033162,0,0,87.5295708717045,71.74239827395304,82.64441963311053,7.809046918879943,4,1.8,0.0,0.0,0.3957797609464678,0.640335099421428,0.0,0.26666666666666666,5.641557484062316,15.37473908414226,13.165853024104369,0,0,1,0,NORMAL
2.1697986336569546,0.9946441096794497,1.6909756974573145,0.40379612980351426,1.6428415638877845,2.1677493524533795,1.0,49.56197481057916,48.024656759468144,10.893762482011134,0,0,74.35932334748169,61.123946824964975,70.63898239603111,6.801436438756467,3,1.1666666666666667,0.0,0.0,0.14225120514707623,0.34889114345737693,0.0,0.03333333333333333,-9.878454405986231,4.823007928878822,15.00536317211374,0,0,0,0,NORMAL
2.197996804319114,1.0118930773127108,1.6942830386524834,0.41901521739048314,1.5514668749523408,2.104857180422172,1.5758918292567543,23.509470706330973,24.087728805190533,9.325297767479597,0,0,82.15191730535682,63.060109119528434,71.40690933363268,7.378583509139762,3,1.1666666666666667,0.0,0.0,0.11441147216992255,0.26553839042619387,0.0,0.13333333333333333,13.277697813507071,16.02825614882054,0.02166205054043635,0,0,0,0,NORMAL
5.289423901992344,1.0508941044444298,1.8143229551731515,0.6688502722476771,5.267090945640301,2.353553598340108,0.9423599100075428,41.804138579148024,43.59348530891337,12.136918913310623,6,2,98.0,76.30554841874974,94.83151083443963,14.355573640056182,5,3.066666666666667,49.79749966780242,476.943018825189,0.4464894753864543,1.0,0.26666666666666666,0.6333333333333333,-2.9628770730923586,10.838868254918273,16.895759639652354,0,0,1,3,CONFLICT
4.515738002104964,1.031580604456538,1.877595631061275,0.5496772236966457,4.44916662302181,2.1895866734864913,0.9122360890147174,42.7270959229614,38.82358629740938,10.95590896276228,5,0,98.0,79.32892552028366,94.86320983733542,14.673258448652692,5,3.3,49.98323241605335,623.6669805645704,0.45700415284825746,1.0,0.3333333333333333,0.6333333333333333,-9.477323790388066,4.153240727494749,24.58685549407981,0,0,1,4,ESCALATING
2.300265404496347,0.9460797406373846,1.656452332818808,0.3998477553602131,1.2738793868818705,2.0123300608902728,1.0,11.613135260474973,17.949468690834586,11.503634984261208,0,0,98.0,82.55856322016697,95.3578297202202,10.797646680848041,5,3.6333333333333333,49.84112706368759,780.9529483521052,0.55085676406825,0.9291500359763931,0.4,0.7666666666666667,2.9996260523969096,2.034891079058009,2.5789133012190106,1,0,1,5,ARGUMENT_ONLY
2.32119649395901,0.9764354315297752,1.6991145842348165,0.39120973379642854,1.5134616342231244,2.174648100891972,2.895655825904411,17.132963853295582,23.515553992689462,10.067243291620759,0,0,75.84379613734124,62.40233139483373,70.74186698291172,6.867520263576714,4,1.2333333333333334,0.0,0.0,0.12579443608974797,0.32517316586537043,0.0,0.1,-2.2818594856999415,22.291584365976636,27.73154481222749,1,0,0,2,SPEED_BREAKER
2.0866709504198178,0.9520879758984999,1.5830651753037832,0.38791555345785395,1.4671033419252977,2.050056903969388,0.8970281792248915,39.99573546510677,37.420549885768956,12.6810093910887,0,0,76.36627165209424,63.78984121463301,72.03720686660847,7.00933929879809,3,1.3333333333333333,0.0,0.0,0.10821931750553322,0.26112623116928246,0.0,0.1,8.991111217942912,20.307681034113205,9.757604779209466,0,0,0,0,NORMAL
5.59910455627866,1.0401816758598268,1.7241238521316324,0.6147871167946114,5.474244712082172,2.172821245116968,0.8829098566008522,28.57235822262414,32.07076507728639,32.427260770414726,5,1,72.32976443318609,60.05766581602393,67.47376780703726,5.367704401596768,2,0.8333333333333334,0.0,0.0,0.1270462868691525,0.279888423401527,0.0,0.0,-12.859197530989704,11.205947337327567,21.286505083553063,0,0,0,1,TRAFFIC_STOP
2.08772299716878,0.9915346467050737,1.703224446625789,0.4328770634111145,1.5272561014177313,2.0486002984358147,1.065836815716608,23.318152738653364,26.069554877547684,7.141620699216485,0,0,98.0,96.13138409094041,98.0,3.4803192654948365,4,3.033333333333333,43.75047758052437,1312.514327415731,0.42135510070488524,0.5636472692353549,0.0,0.9333333333333333,-6.937591824312884,0.31479588630162636,9.612183819959604,0,0,1,6,MUSIC_OR_CALL
3.4832312639355543,1.0070743200985626,1.7312344610205432,0.47511712853372357,3.467754986793265,2.328197853175376,0.8905753669512553,25.765221251161243,21.75449386864325,12.56782489808824,1,0,98.0,73.82562861093693,87.97024296861184,10.957063634560125,5,3.0,48.98257973062802,388.9013768901546,0.3273501428660391,0.8936967202212602,0.2,0.6,1.2779765007692705,1.3628997257637374,8.560753233015793,0,0,1,4,ESCALATING
2.34634761436379,0.9706246654423228,1.6528627142752115,0.3906878935614731,1.8315729364918516,2.213791652288802,1.3023456039678578,9.077565637949398,8.651604653640835,9.584404736565531,0,0,72.51329298036013,61.825572165540265,69.13656170047278,5.987566309745728,4,1.1333333333333333,0.0,0.0,0.13752894125765663,0.2674110543309239,0.0,0.06666666666666667,5.110671750984627,20.657305493131446,22.518192090236163,1,0,0,2,SPEED_BREAKER
1.9565239890466337,0.9716325765540686,1.6284726717632352,0.38689139843424164,1.5226375643957046,1.95584308818118,0.8437831042434407,28.187856214794536,27.140655004873718,7.803849665409942,0,0,92.23540838988859,77.15283776849479,86.15177145132645,9.447376317053351,5,3.8333333333333335,46.46680410065865,754.7026418659718,0.6340348945914537,0.936737767783588,0.3,0.9,2.8434015104871184,3.824542562052347,21.652298761360502,0,0,1,5,ARGUMENT_ONLY
2.0949474793776375,0.9854627704361364,1.7294344517729017,0.417176636758985,1.8052698413099135,2.0022320074894044,2.4469076664780474,22.062920054609023,17.285405191320223,13.637143059075797,0,0,79.28017881090527,61.55649987419618,73.31128254253771,8.581052121817335,3,1.1333333333333333,0.0,0.0,0.15132773753045034,0.33573653376676227,0.0,0.03333333333333333,-4.382502908170345,11.500229880719347,17.74821618257918,0,0,0,2,SPEED_BREAKER
2.3611851399821435,0.9782961608609014,1.664416588797976,0.4059523908322694,1.2901573140406855,2.1969034563442182,0.9247539618511755,26.70533914800385,29.405289221846648,10.034906194417665,0,0,90.75976001594462,80.86479454797089,87.31904193456434,5.183657389297955,4,3.1,36.63372789961319,1099.0118369883958,0.08656423582421306,0.20574992217935528,0.0,0.8,-8.861517371670178,10.807766579618674,18.94153205267466,0,0,1,6,MUSIC_OR_CALL
3.358786598829335,1.0364497444630985,1.9267374135192656,0.5173013073914313,3.127295148799525,2.046113707336066,0.8030798582506229,46.63402093443219,43.410462897333055,10.224791614470384,4,0,98.0,76.13930721846305,93.99833254479614,13.423436883672094,5,2.966666666666667,47.26958764345467,368.4542995885323,0.40621437844517466,1.0,0.16666666666666666,0.5333333333333333,10.546102061212846,16.24262814634063,15.694957985144491,0,0,1,3,CONFLICT
2.088407829826931,0.9577852804088219,1.6710564134676333,0.3977868204486331,1.4838969125891568,1.9410638034208112,0.9756645014555758,2.205062740742028,3.8637642552609677,9.998410008041768,0,0,98.0,77.95337764685236,92.34199590328332,13.422239476989846,5,3.5,49.83240100927417,656.0720024605533,0.4859402594204981,0.9820111837925816,0.26666666666666666,0.7333333333333333,-13.75372214833815,6.858662302055571,24.609192862007223,1,0,1,5,ARGUMENT_ONLY
4.440463817377401,1.0975121289055285,1.8832245720168828,0.6268278358364556,4.419147403387371,2.192932472594117,0.8668082979597322,45.42858581498926,49.71458415002218,11.438615156227534,7,0,92.3831353430464,72.91098199235836,89.70219196057923,11.960408816412572,5,2.966666666666667,46.25379436363512,370.5962285878473,0.3595912898254646,1.0,0.2,0.6,4.325965321799467,10.185697187369804,12.844267445661359,0,0,1,3,CONFLICT
2.544324409550507,0.9696718883028362,1.7298899576753142,0.4080434785284857,1.5070457822685641,2.3337947466816322,1.5311843530325593,51.48508897205699,51.037149793545794,11.236151828164125,0,0,76.3763198508073,65.71731598140987,73.49359344985609,6.554576667727863,4,1.6333333333333333,0.0,0.0,0.11200611437056682,0.2185620002970191,0.0,0.16666666666666666,24.66423208206122,28.378273009616837,8.9148849446846,0,0,0,0,NORMAL
2.3956414023893866,0.9686888957811537,1.6801862297318866,0.41764194897158036,1.5075647900585087,2.155181415580157,1.0339923637496362,21.396909575501432,23.898751130322605,7.266900229072096,0,0,98.0,79.29460554325942,91.70132585215079,12.257851594465142,5,3.966666666666667,47.12862966014965,590.1020942555434,0.5173373625688531,0.9854231357153667,0.5,0.8666666666666667,-7.158417174547819,2.1886097864313223,11.061289454716157,0,0,1,5,ARGUMENT_ONLY
2.3300960664420334,0.9729559766159025,1.6514749144669358,0.39118579164760303,1.550362037732519,2.0474191299803772,0.959023150371138,40.44704207892853,37.593224268669026,12.909915144862609,0,0,98.0,96.42943317544966,98.0,2.4041918727672584,4,3.1666666666666665,31.248288487520593,937.4486546256175,0.38910652177789123,0.6178659769775151,0.0,0.7666666666666667,-6.530041177449959,3.9542379584899967,10.694567865164629,0,0,1,6,MUSIC_OR_CALL
2.509013185146684,0.9458712341712184,1.7040543572323485,0.44022903505702476,1.8088566749352675,2.5062353538307094,1.0,12.993062041258664,7.98225979951478,12.747045782337576,0,0,76.81116969284074,63.25831085751791,69.88485399303656,5.779929853659715,4,1.3666666666666667,0.0,0.0,0.08657505117888976,0.24218568886842132,0.0,0.06666666666666667,19.344114052274968,32.16080413490496,12.1480042255711,1,0,0,0,NORMAL
2.44511836094238,0.9908115188872576,1.8147518538096785,0.44856215498807595,1.4627106317560212,2.238980309542084,1.2086547936106768,52.32028227070942,55.160111108830684,11.413284410318752,0,0,80.36907340648523,62.949314301070196,67.95584058201317,5.987177490774842,3,1.2333333333333334,0.0,0.0,0.1356095672228119,0.2655324856780502,0.0,0.1,15.328986278463546,30.58431511111047,16.892850286376575,0,0,0,0,NORMAL
2.457901204579244,0.9601803413321333,1.709613884907948,0.41471975556520624,1.614412687605709,1.9660205193610854,1.435535716385143,3.461261926688729,0.16059765728723097,12.18938679493893,0,0,96.26247773702819,78.46114296464243,93.12504121657969,10.634021168192,5,3.4,49.16135568019897,586.1685584212853,0.4747405925235447,0.9993510304971096,0.26666666666666666,0.7333333333333333,-17.36584034269895,3.378636832232363,18.46221623590213,1,0,1,5,ARGUMENT_ONLY
2.3201263933719427,0.9586362894380807,1.5514963545953413,0.3881871419165941,2.007103163540344,2.1684651570538476,2.9612161297300723,21.47529543350498,20.296611545540813,11.233744191799417,0,0,73.8260217578902,60.30339735154618,68.46676274162081,6.217150044288401,3,1.5,0.0,0.0,0.13353978704503067,0.25991782254866097,0.0,0.1,-4.861247780649056,15.39283205827587,21.45286020930524,0,0,0,2,SPEED_BREAKER
4.066806487688394,1.0407494527613486,1.8419772579386808,0.5706033908424618,3.963918189508938,2.118517647778213,1.0,47.51621102167593,53.61802029480344,45.14617379626422,6,0,72.75777592821603,59.15048912117005,66.97271078774432,6.871789224724075,4,1.0,0.0,0.0,0.12735272367986286,0.324691822280177,0.0,0.06666666666666667,-7.109820408457438,13.110896974123996,23.646299814247907,0,0,0,1,TRAFFIC_STOP
4.256832347947056,1.0262663947679829,1.862434712088705,0.5648251556503887,4.247330003107854,1.9820584255583256,0.8973672982220844,50.41144212785165,54.55054746206582,11.56155363426668,5,0,98.0,69.38857341561892,85.1972202148337,12.252125653325509,5,2.6333333333333333,44.76159190685675,269.9201173620783,0.3103858613005822,0.9821773889681448,0.16666666666666666,0.4666666666666667,3.042433842904096,18.86013886538543,19.522691782789124,0,0,1,3,CONFLICT
5.0609556034872885,1.009194983097066,1.7252239530357905,0.6520756590678117,5.060277836345461,2.0100564604062012,0.9187555894317434,56.119514888764996,58.5082923184763,6.135189925648959,7,1,98.0,75.21548052977022,93.52056539070719,12.8407713220222,5,3.2333333333333334,49.75001127350867,436.29742717500716,0.3967438912083378,0.9568235753740555,0.3,0.6,14.95509947431112,16.032483590723334,13.515443448158601,0,0,1,3,CONFLICT
4.883709497785364,1.0101072270733569,1.6762152698773007,0.5563200847349062,4.743303229277214,1.9467139888296268,0.9457729745531758,23.799366853682855,20.6374648475071,11.611049520759362,4,0,98.0,75.11243707076656,93.29457370250451,13.155383966979475,5,3.3333333333333335,49.93206884761426,479.1801731964382,0.3891928145697166,1.0,0.3,0.7333333333333333,-10.687726381066518,8.637466680855114,27.02655279395935,0,0,1,4,ESCALATING
2.291485713027994,1.0121014730480942,1.6950461336432718,0.398011130750177,1.4395530338150506,2.2274690021251975,1.088477216660257,7.364404208776426,4.039659384630927,12.578570729624929,0,0,93.00034535199624,79.96195298877079,89.14664936175564,7.488784264175711,5,4.033333333333333,47.25620228689372,655.4257774937911,0.6133551548519842,1.0,0.5,0.8666666666666667,-7.627594239032056,-0.590530824045161,3.989494545790449,1,0,1,5,ARGUMENT_ONLY
5.15064568054155,1.0808479272208993,1.926198849651262,0.6717061377287109,4.920044803543271,2.2400573790475735,1.1026840069068697,43.16738546121215,44.228965839390014,42.870986774679594,8,1,77.31645518333778,60.7958770972781,71.2192071575622,8.195492744817644,3,0.8333333333333334,0.0,0.0,0.12489958084893017,0.2570461001657405,0.0,0.06666666666666667,1.9540671590773817,26.94886635598694,22.997777392834717,0,0,0,1,TRAFFIC_STOP
2.4073979075746412,0.964124759347085,1.632973069209084,0.4126170994989603,1.2469297217400221,2.3947250744817787,0.8996746804772435,36.98237351975568,35.577039220627505,7.448898054275972,0,0,73.71353970279127,62.193998591412765,70.86427366076711,5.653543456523585,4,2.033333333333333,0.0,0.0,0.10502614371189958,0.2531260778319273,0.0,0.3333333333333333,-9.435934965046371,6.92987111992775,15.540835297610151,0,0,0,0,NORMAL
4.872816582575223,1.034031529424757,1.7826004010372085,0.5546920980433858,4.670593145949826,2.05258602592558,0.8991920628070122,30.05062562901504,34.132928167876614,11.907763678655009,4,0,98.0,78.84639864601331,88.41680433718979,9.151305396928706,5,3.1666666666666665,48.22594740116984,401.2582515816985,0.503308079353905,1.0945698247513502,0.3,0.6333333333333333,-13.851417222701434,6.525693857149821,21.495037404220312,0,0,1,4,ESCALATING
3.838289266384935,1.0564792865615713,1.912657423241578,0.5397796637194654,3.556645957968169,2.3950316807372025,0.8437991005501306,28.724373175156323,28.193241582051566,11.577689652921606,6,0,90.54866312130129,73.75546402282457,86.97999359401078,11.952786554469,5,3.433333333333333,48.10118680457962,462.9245975892474,0.49086195406088357,1.0,0.3,0.6333333333333333,-9.023663550996341,7.074554923458528,11.216690324392683,0,0,1,4,ESCALATING
